{53.40062}(-0.07, 0.97, -3.18),(0.03255, 0.10604, 0.00549, -0.99381)|(-0.08, 1.54, -3.12),(-0.10306, 0.04520, 0.00081, -0.99365)|(-0.07, 1.35, -3.16),(-0.11788, 0.04674, -0.01741, -0.99177)|(-0.08, 1.62, -3.10),(-0.07359, 0.01093, 0.02872, -0.99682)|(-0.20, 0.96, -3.21),(-0.06889, -0.29862, -0.05951, 0.95002)|(-0.27, 0.52, -3.17),(0.09161, 0.16276, -0.06441, 0.98029)|(-0.35, 0.10, -3.23),(-0.09391, 0.33254, -0.04929, 0.93711)|(0.05, 0.97, -3.16),(-0.09214, 0.07833, 0.01418, 0.99256)|(0.08, 0.53, -3.08),(0.11396, 0.27047, -0.02663, 0.95559)|(0.05, 0.13, -3.16),(-0.09461, 0.24683, -0.05550, -0.96283)|(-0.11, 1.48, -3.13),(-0.12030, 0.01270, -0.02268, -0.99240)|(-0.27, 1.48, -3.14),(0.05048, -0.02376, 0.55345, 0.83101)|(-0.38, 1.22, -3.16),(0.32099, -0.53355, -0.56150, -0.54499)|(-0.33, 1.15, -2.92),(0.18429, -0.22271, -0.91989, -0.26503)|(-0.05, 1.48, -3.13),(0.08979, -0.09533, -0.03760, 0.99067)|(0.11, 1.47, -3.10),(-0.11438, 0.24794, 0.60323, -0.74937)|(0.15, 1.20, -3.03),(0.11723, 0.42200, 0.59384, -0.67493)|(0.14, 1.02, -2.85),(-0.14825, -0.52489, -0.44030, 0.71320)|
{53.4173}(-0.07, 0.97, -3.19),(0.03271, 0.10598, 0.00558, -0.99381)|(-0.08, 1.54, -3.12),(-0.10323, 0.04522, 0.00099, -0.99363)|(-0.07, 1.35, -3.16),(-0.11836, 0.04676, -0.01731, -0.99172)|(-0.08, 1.62, -3.10),(-0.07317, 0.01041, 0.02903, -0.99684)|(-0.20, 0.96, -3.21),(-0.06898, -0.29854, -0.05949, 0.95004)|(-0.27, 0.52, -3.17),(0.09147, 0.16276, -0.06442, 0.98030)|(-0.35, 0.10, -3.23),(-0.09392, 0.33246, -0.04924, 0.93714)|(0.05, 0.97, -3.16),(-0.09239, 0.07854, 0.01402, 0.99252)|(0.08, 0.53, -3.08),(0.11396, 0.27048, -0.02671, 0.95558)|(0.05, 0.13, -3.16),(-0.09461, 0.24681, -0.05549, -0.96284)|(-0.11, 1.48, -3.13),(-0.12079, 0.01217, -0.02244, -0.99235)|(-0.27, 1.48, -3.14),(0.05030, -0.01417, 0.55284, 0.83165)|(-0.38, 1.22, -3.16),(0.31587, -0.54721, -0.55467, -0.54141)|(-0.32, 1.15, -2.92),(0.16101, -0.24148, -0.91774, -0.27112)|(-0.05, 1.48, -3.13),(0.08969, -0.09490, -0.03753, 0.99073)|(0.11, 1.47, -3.10),(-0.11438, 0.24794, 0.60323, -0.74937)|(0.15, 1.20, -3.03),(0.11861, 0.42371, 0.59560, -0.67207)|(0.13, 1.02, -2.85),(-0.15016, -0.52689, -0.44245, 0.70999)|
{53.43395}(-0.07, 0.97, -3.19),(0.03280, 0.10596, 0.00563, -0.99381)|(-0.08, 1.54, -3.12),(-0.10350, 0.04515, 0.00113, -0.99360)|(-0.07, 1.35, -3.16),(-0.11878, 0.04670, -0.01722, -0.99167)|(-0.08, 1.62, -3.10),(-0.07316, 0.00999, 0.02921, -0.99684)|(-0.20, 0.96, -3.21),(-0.06917, -0.29886, -0.05953, 0.94992)|(-0.27, 0.52, -3.17),(0.09136, 0.16276, -0.06443, 0.98031)|(-0.35, 0.10, -3.23),(-0.09393, 0.33239, -0.04915, 0.93716)|(0.05, 0.97, -3.16),(-0.09250, 0.07890, 0.01382, 0.99249)|(0.08, 0.53, -3.08),(0.11391, 0.27045, -0.02678, 0.95560)|(0.05, 0.13, -3.16),(-0.09461, 0.24684, -0.05550, -0.96283)|(-0.11, 1.48, -3.13),(-0.12121, 0.01142, -0.02205, -0.99232)|(-0.27, 1.48, -3.14),(0.05154, -0.00402, 0.55098, 0.83291)|(-0.38, 1.22, -3.16),(0.30841, -0.56184, -0.54927, -0.53621)|(-0.32, 1.16, -2.91),(0.14132, -0.25946, -0.91371, -0.27900)|(-0.05, 1.48, -3.13),(0.08959, -0.09452, -0.03749, 0.99077)|(0.11, 1.47, -3.10),(-0.11438, 0.24794, 0.60323, -0.74937)|(0.15, 1.20, -3.03),(0.11905, 0.42612, 0.59703, -0.66918)|(0.13, 1.02, -2.85),(-0.15220, -0.53092, -0.44530, 0.70474)|
{53.45064}(-0.07, 0.97, -3.19),(0.03277, 0.10596, 0.00562, -0.99381)|(-0.08, 1.54, -3.12),(-0.10366, 0.04519, 0.00121, -0.99359)|(-0.07, 1.35, -3.16),(-0.11897, 0.04674, -0.01713, -0.99165)|(-0.08, 1.62, -3.10),(-0.07326, 0.00982, 0.02928, -0.99683)|(-0.20, 0.96, -3.21),(-0.06930, -0.29898, -0.05958, 0.94987)|(-0.27, 0.52, -3.17),(0.09132, 0.16278, -0.06445, 0.98031)|(-0.35, 0.10, -3.23),(-0.09395, 0.33235, -0.04911, 0.93718)|(0.06, 0.97, -3.16),(-0.09257, 0.07904, 0.01375, 0.99247)|(0.08, 0.53, -3.08),(0.11389, 0.27041, -0.02680, 0.95561)|(0.05, 0.13, -3.16),(-0.09460, 0.24687, -0.05550, -0.96282)|(-0.11, 1.48, -3.13),(-0.12135, 0.01105, -0.02180, -0.99231)|(-0.27, 1.48, -3.14),(0.05247, 0.00230, 0.54977, 0.83367)|(-0.38, 1.22, -3.15),(0.30520, -0.56763, -0.54757, -0.53368)|(-0.32, 1.16, -2.91),(0.13195, -0.26698, -0.91200, -0.28208)|(-0.05, 1.48, -3.13),(0.08945, -0.09438, -0.03761, 0.99080)|(0.11, 1.47, -3.10),(-0.11438, 0.24794, 0.60323, -0.74937)|(0.15, 1.20, -3.03),(0.11906, 0.42747, 0.59765, -0.66776)|(0.13, 1.02, -2.85),(-0.15322, -0.53339, -0.44696, 0.70161)|
{53.46729}(-0.07, 0.97, -3.19),(0.03266, 0.10599, 0.00559, -0.99382)|(-0.08, 1.54, -3.12),(-0.10380, 0.04531, 0.00133, -0.99356)|(-0.07, 1.35, -3.16),(-0.11913, 0.04686, -0.01701, -0.99163)|(-0.08, 1.62, -3.10),(-0.07337, 0.00963, 0.02935, -0.99683)|(-0.20, 0.96, -3.21),(-0.06946, -0.29902, -0.05962, 0.94984)|(-0.27, 0.52, -3.17),(0.09128, 0.16281, -0.06449, 0.98031)|(-0.35, 0.10, -3.23),(-0.09396, 0.33231, -0.04908, 0.93719)|(0.06, 0.97, -3.16),(-0.09264, 0.07918, 0.01367, 0.99245)|(0.08, 0.53, -3.08),(0.11389, 0.27036, -0.02683, 0.95562)|(0.05, 0.13, -3.16),(-0.09460, 0.24692, -0.05550, -0.96281)|(-0.11, 1.48, -3.13),(-0.12146, 0.01072, -0.02153, -0.99230)|(-0.27, 1.48, -3.14),(0.05337, 0.00734, 0.54883, 0.83420)|(-0.38, 1.22, -3.15),(0.30182, -0.57361, -0.54679, -0.53000)|(-0.31, 1.16, -2.91),(0.11957, -0.27434, -0.91131, -0.28277)|(-0.05, 1.48, -3.13),(0.08927, -0.09425, -0.03778, 0.99082)|(0.11, 1.47, -3.10),(-0.11438, 0.24794, 0.60323, -0.74937)|(0.15, 1.20, -3.03),(0.11903, 0.42887, 0.59823, -0.66635)|(0.13, 1.02, -2.85),(-0.15423, -0.53584, -0.44860, 0.69846)|
{53.48397}(-0.07, 0.97, -3.19),(0.03225, 0.10616, 0.00551, -0.99381)|(-0.08, 1.54, -3.12),(-0.10402, 0.04574, 0.00155, -0.99352)|(-0.07, 1.35, -3.16),(-0.11939, 0.04730, -0.01676, -0.99158)|(-0.08, 1.62, -3.10),(-0.07352, 0.00948, 0.02947, -0.99681)|(-0.20, 0.96, -3.21),(-0.06979, -0.29897, -0.05969, 0.94983)|(-0.27, 0.52, -3.17),(0.09118, 0.16289, -0.06461, 0.98029)|(-0.35, 0.10, -3.23),(-0.09399, 0.33223, -0.04900, 0.93722)|(0.06, 0.97, -3.16),(-0.09299, 0.07904, 0.01361, 0.99243)|(0.08, 0.53, -3.08),(0.11390, 0.27026, -0.02692, 0.95565)|(0.05, 0.13, -3.16),(-0.09461, 0.24701, -0.05551, -0.96278)|(-0.11, 1.48, -3.13),(0.12169, -0.01025, 0.02101, 0.99229)|(-0.27, 1.48, -3.14),(-0.05507, -0.01804, -0.54700, -0.83513)|(-0.38, 1.22, -3.15),(-0.29766, 0.58138, 0.54796, 0.52263)|(-0.31, 1.16, -2.90),(-0.09067, 0.28331, 0.91412, 0.27549)|(-0.05, 1.48, -3.13),(0.08897, -0.09409, -0.03810, 0.99085)|(0.11, 1.47, -3.10),(-0.11438, 0.24794, 0.60323, -0.74937)|(0.15, 1.20, -3.03),(0.11896, 0.43177, 0.59919, -0.66362)|(0.13, 1.02, -2.85),(-0.15521, -0.54119, -0.45331, 0.69103)|
{53.50064}(-0.07, 0.97, -3.19),(0.03175, 0.10651, 0.00546, -0.99379)|(-0.08, 1.54, -3.12),(-0.10415, 0.04624, 0.00169, -0.99349)|(-0.07, 1.35, -3.16),(-0.11964, 0.04781, -0.01667, -0.99153)|(-0.08, 1.62, -3.10),(-0.07342, 0.00946, 0.02967, -0.99682)|(-0.20, 0.96, -3.21),(-0.07011, -0.29908, -0.05963, 0.94978)|(-0.27, 0.52, -3.17),(0.09104, 0.16298, -0.06471, 0.98029)|(-0.35, 0.10, -3.23),(-0.09401, 0.33214, -0.04891, 0.93726)|(0.06, 0.97, -3.16),(-0.09338, 0.07870, 0.01362, 0.99242)|(0.08, 0.53, -3.08),(0.11389, 0.27018, -0.02702, 0.95567)|(0.05, 0.13, -3.16),(-0.09460, 0.24709, -0.05553, -0.96276)|(-0.11, 1.48, -3.13),(0.12203, -0.00988, 0.02073, 0.99226)|(-0.27, 1.48, -3.14),(-0.05627, -0.02883, -0.54519, -0.83593)|(-0.38, 1.22, -3.14),(-0.29486, 0.58758, 0.55062, 0.51442)|(-0.30, 1.16, -2.90),(-0.06030, 0.28559, 0.92034, 0.26036)|(-0.05, 1.48, -3.13),(0.08882, -0.09407, -0.03818, 0.99086)|(0.11, 1.47, -3.10),(-0.11475, 0.24250, 0.60369, -0.75073)|(0.15, 1.20, -3.03),(0.11901, 0.43464, 0.60006, -0.66095)|(0.13, 1.02, -2.85),(-0.15464, -0.54594, -0.45838, 0.68405)|
{53.51729}(-0.07, 0.97, -3.19),(0.03151, 0.10671, 0.00547, -0.99378)|(-0.08, 1.54, -3.12),(-0.10421, 0.04644, 0.00174, -0.99347)|(-0.07, 1.35, -3.16),(-0.11982, 0.04801, -0.01671, -0.99149)|(-0.08, 1.62, -3.10),(-0.07326, 0.00948, 0.02988, -0.99682)|(-0.20, 0.96, -3.21),(-0.07028, -0.29933, -0.05960, 0.94969)|(-0.27, 0.52, -3.17),(0.09095, 0.16301, -0.06474, 0.98029)|(-0.35, 0.10, -3.23),(-0.09403, 0.33209, -0.04886, 0.93728)|(0.06, 0.97, -3.16),(-0.09362, 0.07851, 0.01365, 0.99241)|(0.08, 0.53, -3.08),(0.11384, 0.27015, -0.02706, 0.95568)|(0.05, 0.13, -3.16),(-0.09460, 0.24711, -0.05554, -0.96276)|(-0.11, 1.48, -3.13),(0.12226, -0.00969, 0.02069, 0.99224)|(-0.27, 1.48, -3.14),(-0.05657, -0.03413, -0.54424, -0.83632)|(-0.38, 1.22, -3.14),(-0.29393, 0.59016, 0.55276, 0.50968)|(-0.30, 1.16, -2.90),(-0.04568, 0.28368, 0.92424, 0.25145)|(-0.05, 1.48, -3.13),(0.08879, -0.09411, -0.03812, 0.99086)|(0.11, 1.47, -3.10),(-0.11505, 0.23964, 0.60371, -0.75158)|(0.15, 1.20, -3.03),(0.11910, 0.43595, 0.60058, -0.65960)|(0.13, 1.02, -2.85),(-0.15439, -0.54873, -0.46113, 0.68001)|
{53.53397}(-0.07, 0.97, -3.19),(0.03076, 0.10727, 0.00545, -0.99374)|(-0.08, 1.54, -3.12),(-0.10436, 0.04671, 0.00187, -0.99344)|(-0.07, 1.35, -3.16),(-0.12025, 0.04830, -0.01689, -0.99142)|(-0.08, 1.62, -3.10),(-0.07285, 0.00950, 0.03051, -0.99683)|(-0.20, 0.96, -3.21),(-0.07059, -0.29998, -0.05960, 0.94946)|(-0.27, 0.52, -3.17),(0.09077, 0.16303, -0.06473, 0.98030)|(-0.35, 0.10, -3.23),(-0.09404, 0.33197, -0.04877, 0.93732)|(0.06, 0.97, -3.16),(-0.09394, 0.07831, 0.01373, 0.99240)|(0.08, 0.53, -3.08),(0.11367, 0.27009, -0.02707, 0.95572)|(0.05, 0.13, -3.16),(-0.09458, 0.24717, -0.05554, -0.96274)|(-0.11, 1.48, -3.13),(0.12294, -0.00918, 0.02069, 0.99216)|(-0.27, 1.48, -3.14),(-0.05708, -0.04370, -0.54234, -0.83708)|(-0.38, 1.22, -3.13),(-0.29055, 0.59624, 0.55690, 0.49993)|(-0.30, 1.17, -2.89),(-0.02171, 0.28191, 0.92861, 0.24030)|(-0.05, 1.48, -3.13),(0.08877, -0.09422, -0.03792, 0.99086)|(0.11, 1.47, -3.10),(-0.11585, 0.23380, 0.60351, -0.75346)|(0.15, 1.20, -3.04),(0.11983, 0.43894, 0.60211, -0.65608)|(0.12, 1.02, -2.85),(-0.15443, -0.55265, -0.46442, 0.67457)|
{53.55064}(-0.07, 0.97, -3.19),(0.02970, 0.10773, 0.00538, -0.99372)|(-0.08, 1.54, -3.12),(-0.10464, 0.04687, 0.00206, -0.99340)|(-0.07, 1.35, -3.16),(-0.12098, 0.04850, -0.01706, -0.99132)|(-0.08, 1.62, -3.10),(-0.07229, 0.00946, 0.03134, -0.99685)|(-0.20, 0.96, -3.21),(-0.07089, -0.30054, -0.05968, 0.94926)|(-0.27, 0.52, -3.17),(0.09056, 0.16301, -0.06466, 0.98033)|(-0.35, 0.10, -3.23),(-0.09404, 0.33186, -0.04872, 0.93736)|(0.06, 0.97, -3.16),(-0.09428, 0.07812, 0.01381, 0.99238)|(0.08, 0.53, -3.08),(0.11347, 0.26997, -0.02706, 0.95578)|(0.05, 0.13, -3.16),(-0.09458, 0.24730, -0.05553, -0.96271)|(-0.11, 1.48, -3.13),(0.12422, -0.00843, 0.02046, 0.99201)|(-0.27, 1.48, -3.14),(-0.06011, -0.05542, -0.53938, -0.83809)|(-0.38, 1.22, -3.13),(-0.28409, 0.60426, 0.55967, 0.49085)|(-0.29, 1.17, -2.89),(0.00043, 0.28816, 0.92687, 0.24056)|(-0.05, 1.48, -3.13),(0.08900, -0.09430, -0.03754, 0.99085)|(0.11, 1.47, -3.10),(-0.11651, 0.23332, 0.60265, -0.75419)|(0.15, 1.20, -3.04),(0.12098, 0.44191, 0.60323, -0.65284)|(0.12, 1.02, -2.85),(-0.15574, -0.55701, -0.46731, 0.66866)|
{53.56728}(-0.07, 0.97, -3.19),(0.02886, 0.10792, 0.00529, -0.99373)|(-0.08, 1.54, -3.12),(-0.10478, 0.04688, 0.00217, -0.99339)|(-0.07, 1.35, -3.16),(-0.12134, 0.04853, -0.01712, -0.99128)|(-0.08, 1.62, -3.10),(-0.07199, 0.00944, 0.03173, -0.99686)|(-0.20, 0.96, -3.21),(-0.07107, -0.30065, -0.05977, 0.94920)|(-0.27, 0.52, -3.17),(0.09049, 0.16301, -0.06461, 0.98034)|(-0.35, 0.10, -3.23),(-0.09404, 0.33181, -0.04871, 0.93738)|(0.06, 0.97, -3.16),(-0.09445, 0.07800, 0.01384, 0.99237)|(0.08, 0.53, -3.08),(0.11339, 0.26990, -0.02705, 0.95581)|(0.05, 0.13, -3.16),(-0.09458, 0.24737, -0.05553, -0.96269)|(-0.11, 1.48, -3.13),(0.12490, -0.00806, 0.02031, 0.99193)|(-0.27, 1.48, -3.14),(-0.06268, -0.06166, -0.53754, -0.83864)|(-0.38, 1.22, -3.13),(-0.27872, 0.60959, 0.55969, 0.48730)|(-0.29, 1.17, -2.89),(0.00682, 0.29420, 0.92360, 0.24569)|(-0.05, 1.48, -3.13),(0.08922, -0.09431, -0.03731, 0.99083)|(0.11, 1.47, -3.10),(-0.11689, 0.23317, 0.60214, -0.75458)|(0.15, 1.20, -3.04),(0.12206, 0.44378, 0.60339, -0.65122)|(0.12, 1.02, -2.85),(-0.15589, -0.55912, -0.46917, 0.66555)|
{53.58396}(-0.07, 0.97, -3.19),(0.02719, 0.10796, 0.00509, -0.99377)|(-0.08, 1.54, -3.12),(-0.10498, 0.04671, 0.00238, -0.99337)|(-0.07, 1.35, -3.16),(-0.12195, 0.04838, -0.01717, -0.99121)|(-0.08, 1.62, -3.10),(-0.07136, 0.00939, 0.03242, -0.99688)|(-0.19, 0.96, -3.21),(-0.07145, -0.30068, -0.05995, 0.94915)|(-0.27, 0.52, -3.17),(0.09040, 0.16306, -0.06453, 0.98034)|(-0.35, 0.10, -3.23),(-0.09403, 0.33174, -0.04869, 0.93741)|(0.06, 0.97, -3.16),(-0.09495, 0.07759, 0.01389, 0.99236)|(0.08, 0.53, -3.08),(0.11328, 0.26976, -0.02706, 0.95586)|(0.05, 0.13, -3.16),(-0.09459, 0.24751, -0.05554, -0.96266)|(-0.11, 1.48, -3.13),(0.12666, -0.00692, 0.01986, 0.99172)|(-0.27, 1.48, -3.13),(-0.06957, -0.07544, -0.53336, -0.83964)|(-0.39, 1.22, -3.12),(-0.26814, 0.61922, 0.55900, 0.48186)|(-0.28, 1.17, -2.89),(0.01735, 0.30484, 0.91630, 0.25916)|(-0.05, 1.48, -3.13),(0.08984, -0.09426, -0.03678, 0.99080)|(0.11, 1.47, -3.10),(-0.11742, 0.23306, 0.60112, -0.75535)|(0.15, 1.20, -3.04),(0.12412, 0.44691, 0.60286, -0.64917)|(0.12, 1.03, -2.85),(-0.15450, -0.56347, -0.47404, 0.65872)|
{53.60064}(-0.07, 0.97, -3.19),(0.02653, 0.10794, 0.00500, -0.99379)|(-0.08, 1.54, -3.12),(-0.10498, 0.04648, 0.00246, -0.99338)|(-0.07, 1.35, -3.16),(-0.12206, 0.04815, -0.01718, -0.99121)|(-0.08, 1.62, -3.10),(-0.07112, 0.00938, 0.03266, -0.99689)|(-0.19, 0.96, -3.21),(-0.07168, -0.30070, -0.06005, 0.94912)|(-0.27, 0.52, -3.17),(0.09040, 0.16311, -0.06451, 0.98034)|(-0.35, 0.10, -3.23),(-0.09403, 0.33168, -0.04870, 0.93743)|(0.06, 0.97, -3.16),(-0.09525, 0.07737, 0.01395, 0.99234)|(0.08, 0.53, -3.08),(0.11323, 0.26971, -0.02707, 0.95588)|(0.05, 0.13, -3.16),(-0.09458, 0.24756, -0.05554, -0.96264)|(-0.11, 1.48, -3.13),(0.12740, -0.00618, 0.01966, 0.99164)|(-0.27, 1.48, -3.13),(-0.07236, -0.08042, -0.53182, -0.83992)|(-0.39, 1.22, -3.12),(-0.26279, 0.62372, 0.55893, 0.47907)|(-0.28, 1.17, -2.89),(0.02087, 0.30567, 0.91407, 0.26571)|(-0.05, 1.48, -3.13),(0.09008, -0.09419, -0.03656, 0.99080)|(0.11, 1.47, -3.10),(-0.11756, 0.23309, 0.60061, -0.75573)|(0.15, 1.20, -3.04),(0.12519, 0.44859, 0.60241, -0.64823)|(0.12, 1.03, -2.85),(-0.15322, -0.56495, -0.47619, 0.65620)|
{53.61729}(-0.07, 0.97, -3.19),(0.02586, 0.10792, 0.00492, -0.99381)|(-0.08, 1.54, -3.11),(-0.10494, 0.04620, 0.00255, -0.99340)|(-0.07, 1.35, -3.16),(-0.12211, 0.04788, -0.01718, -0.99121)|(-0.08, 1.62, -3.10),(-0.07091, 0.00933, 0.03293, -0.99690)|(-0.19, 0.96, -3.21),(-0.07192, -0.30072, -0.06015, 0.94909)|(-0.27, 0.52, -3.17),(0.09041, 0.16314, -0.06450, 0.98033)|(-0.35, 0.10, -3.23),(-0.09403, 0.33161, -0.04872, 0.93745)|(0.06, 0.97, -3.16),(-0.09554, 0.07718, 0.01402, 0.99233)|(0.08, 0.53, -3.08),(0.11318, 0.26969, -0.02709, 0.95589)|(0.05, 0.13, -3.16),(-0.09458, 0.24758, -0.05555, -0.96264)|(-0.11, 1.48, -3.13),(0.12793, -0.00543, 0.01950, 0.99158)|(-0.27, 1.48, -3.13),(-0.07521, -0.08599, -0.53007, -0.84022)|(-0.39, 1.22, -3.12),(-0.25680, 0.62853, 0.55930, 0.47559)|(-0.28, 1.17, -2.89),(0.02354, 0.30494, 0.91279, 0.27068)|(-0.05, 1.48, -3.13),(0.09021, -0.09407, -0.03639, 0.99080)|(0.11, 1.47, -3.10),(-0.11770, 0.23312, 0.60010, -0.75610)|(0.16, 1.20, -3.04),(0.12627, 0.45027, 0.60195, -0.64728)|(0.12, 1.03, -2.85),(-0.15154, -0.56662, -0.47843, 0.65352)|
{53.63396}(-0.07, 0.97, -3.19),(0.02480, 0.10763, 0.00482, -0.99387)|(-0.08, 1.54, -3.11),(-0.10485, 0.04571, 0.00272, -0.99343)|(-0.07, 1.35, -3.16),(-0.12207, 0.04740, -0.01714, -0.99124)|(-0.08, 1.62, -3.10),(-0.07072, 0.00913, 0.03334, -0.99690)|(-0.19, 0.96, -3.21),(-0.07227, -0.30112, -0.06030, 0.94893)|(-0.27, 0.52, -3.17),(0.09033, 0.16313, -0.06444, 0.98034)|(-0.35, 0.10, -3.23),(-0.09401, 0.33148, -0.04874, 0.93750)|(0.06, 0.97, -3.16),(-0.09606, 0.07696, 0.01419, 0.99229)|(0.08, 0.53, -3.08),(0.11300, 0.26968, -0.02710, 0.95591)|(0.05, 0.13, -3.16),(-0.09458, 0.24760, -0.05555, -0.96263)|(-0.11, 1.48, -3.13),(0.12860, -0.00399, 0.01922, 0.99150)|(-0.27, 1.48, -3.13),(-0.07945, -0.09550, -0.52675, -0.84089)|(-0.39, 1.22, -3.11),(-0.24771, 0.63480, 0.56147, 0.46949)|(-0.27, 1.17, -2.88),(0.03120, 0.30172, 0.90960, 0.28392)|(-0.05, 1.48, -3.13),(0.09027, -0.09386, -0.03622, 0.99082)|(0.11, 1.47, -3.10),(-0.11765, 0.23328, 0.59963, -0.75643)|(0.16, 1.20, -3.04),(0.12806, 0.45360, 0.60020, -0.64622)|(0.12, 1.03, -2.84),(-0.14891, -0.56949, -0.48102, 0.64972)|
{53.65063}(-0.07, 0.97, -3.19),(0.02398, 0.10724, 0.00482, -0.99393)|(-0.08, 1.54, -3.11),(-0.10488, 0.04541, 0.00297, -0.99344)|(-0.07, 1.35, -3.16),(-0.12211, 0.04711, -0.01695, -0.99125)|(-0.08, 1.62, -3.10),(-0.07074, 0.00874, 0.03369, -0.99689)|(-0.19, 0.96, -3.21),(-0.07237, -0.30158, -0.06036, 0.94877)|(-0.27, 0.52, -3.17),(0.09016, 0.16308, -0.06434, 0.98038)|(-0.35, 0.10, -3.23),(-0.09400, 0.33136, -0.04874, 0.93754)|(0.06, 0.97, -3.17),(-0.09635, 0.07717, 0.01432, 0.99225)|(0.08, 0.53, -3.08),(0.11275, 0.26969, -0.02711, 0.95594)|(0.05, 0.13, -3.16),(-0.09459, 0.24759, -0.05553, -0.96264)|(-0.11, 1.48, -3.13),(0.12864, -0.00277, 0.01900, 0.99151)|(-0.27, 1.48, -3.13),(-0.08266, -0.10384, -0.52267, -0.84214)|(-0.39, 1.23, -3.11),(-0.24069, 0.63946, 0.56271, 0.46531)|(-0.27, 1.17, -2.88),(0.03734, 0.30614, 0.90272, 0.29995)|(-0.05, 1.48, -3.13),(0.08990, -0.09349, -0.03635, 0.99089)|(0.11, 1.47, -3.10),(-0.11765, 0.23328, 0.59963, -0.75643)|(0.16, 1.20, -3.04),(0.12936, 0.45537, 0.59798, -0.64678)|(0.12, 1.03, -2.84),(-0.14695, -0.57207, -0.48276, 0.64659)|
{53.66729}(-0.07, 0.97, -3.19),(0.02318, 0.10677, 0.00488, -0.99400)|(-0.08, 1.54, -3.11),(-0.10505, 0.04533, 0.00331, -0.99343)|(-0.07, 1.35, -3.16),(-0.12237, 0.04704, -0.01661, -0.99123)|(-0.08, 1.62, -3.10),(-0.07074, 0.00826, 0.03398, -0.99688)|(-0.19, 0.96, -3.21),(-0.07241, -0.30175, -0.06040, 0.94871)|(-0.27, 0.52, -3.17),(0.09002, 0.16305, -0.06424, 0.98040)|(-0.35, 0.10, -3.23),(-0.09400, 0.33129, -0.04872, 0.93757)|(0.06, 0.97, -3.17),(-0.09655, 0.07751, 0.01441, 0.99220)|(0.08, 0.53, -3.08),(0.11245, 0.26968, -0.02712, 0.95598)|(0.05, 0.13, -3.16),(-0.09461, 0.24760, -0.05550, -0.96263)|(-0.11, 1.48, -3.13),(0.12844, -0.00194, 0.01880, 0.99154)|(-0.27, 1.48, -3.13),(-0.08407, -0.11121, -0.51784, -0.84404)|(-0.39, 1.23, -3.10),(-0.22989, 0.64948, 0.55986, 0.46032)|(-0.27, 1.17, -2.88),(0.03920, 0.31413, 0.89190, 0.32295)|(-0.05, 1.48, -3.13),(0.08948, -0.09345, -0.03679, 0.99091)|(0.11, 1.47, -3.10),(-0.11765, 0.23328, 0.59963, -0.75643)|(0.16, 1.20, -3.04),(0.13100, 0.45527, 0.59557, -0.64874)|(0.12, 1.03, -2.84),(-0.14598, -0.57338, -0.48396, 0.64476)|
{53.68397}(-0.07, 0.97, -3.19),(0.02228, 0.10634, 0.00485, -0.99407)|(-0.08, 1.54, -3.11),(-0.10518, 0.04531, 0.00375, -0.99341)|(-0.07, 1.35, -3.16),(-0.12264, 0.04704, -0.01631, -0.99120)|(-0.08, 1.62, -3.10),(-0.07066, 0.00758, 0.03462, -0.99687)|(-0.19, 0.96, -3.21),(-0.07243, -0.30137, -0.06041, 0.94883)|(-0.27, 0.52, -3.17),(0.08997, 0.16321, -0.06422, 0.98038)|(-0.35, 0.10, -3.23),(-0.09401, 0.33118, -0.04867, 0.93761)|(0.05, 0.97, -3.17),(-0.09682, 0.07771, 0.01452, 0.99216)|(0.08, 0.53, -3.08),(0.11220, 0.26967, -0.02717, 0.95601)|(0.05, 0.13, -3.16),(-0.09463, 0.24762, -0.05548, -0.96263)|(-0.11, 1.48, -3.13),(0.12888, -0.00146, 0.01856, 0.99149)|(-0.27, 1.48, -3.13),(-0.08468, -0.11815, -0.51339, -0.84575)|(-0.39, 1.23, -3.10),(-0.21736, 0.66218, 0.55485, 0.45432)|(-0.27, 1.17, -2.88),(0.02949, 0.32280, 0.87173, 0.36744)|(-0.05, 1.48, -3.13),(0.08924, -0.09371, -0.03718, 0.99089)|(0.11, 1.47, -3.10),(-0.11759, 0.23647, 0.59664, -0.75781)|(0.16, 1.20, -3.04),(0.13158, 0.45393, 0.59415, -0.65086)|(0.13, 1.03, -2.84),(-0.14428, -0.57706, -0.48903, 0.63799)|
